subject,file,task,n_volumes,onset,duration,trial_type,stim_file
sub-095,sub-095_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-095,sub-095_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-095,sub-095_task-shapesphysical_bold.nii.gz,shapesphysical,313,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-095,sub-095_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-095,sub-095_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-095,sub-095_task-shapessocial_bold.nii.gz,shapessocial,310,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-096,sub-096_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-096,sub-096_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-096,sub-096_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-096,sub-096_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-097,sub-097_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-097,sub-097_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-098,sub-098_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-098,sub-098_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-099,sub-099_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-099,sub-099_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-100,sub-100_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-100,sub-100_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-101,sub-101_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-101,sub-101_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-102,sub-102_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-102,sub-102_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-103,sub-103_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-103,sub-103_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-104,sub-104_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-104,sub-104_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-105,sub-105_task-milkyway_bold.nii.gz,milkyway,297,"0.0,13.5","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-105,sub-105_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,13.5","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-106,sub-106_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-106,sub-106_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-106,sub-106_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-106,sub-106_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-106,sub-106_task-slumlordreach_bold.nii.gz,slumlordreach,1209,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-107,sub-107_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-107,sub-107_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-108,sub-108_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-108,sub-108_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-109,sub-109_task-schema_run-4_bold.nii.gz,schema,496,"5.0,199.96,369.37,559.38","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-109,sub-109_task-schema_run-1_bold.nii.gz,schema,494,"5.0,199.21,375.06,552.26","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-109,sub-109_task-schema_run-3_bold.nii.gz,schema,522,"5.0,196.26,380.67,576.56","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-109,sub-109_task-schema_run-2_bold.nii.gz,schema,502,"5.0,195.24,376.02,567.51","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-109,sub-109_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-109,sub-109_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-110,sub-110_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-110,sub-110_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-111,sub-111_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-111,sub-111_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-111,sub-111_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-111,sub-111_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-111,sub-111_task-slumlordreach_bold.nii.gz,slumlordreach,1205,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-112,sub-112_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-113,sub-113_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-114,sub-114_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-115,sub-115_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-115,sub-115_task-shapessocial_bold.nii.gz,shapessocial,313,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-115,sub-115_task-shapesphysical_bold.nii.gz,shapesphysical,311,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-116,sub-116_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-117,sub-117_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-118,sub-118_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-119,sub-119_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-120,sub-120_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-121,sub-121_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-122,sub-122_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-123,sub-123_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-124,sub-124_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-125,sub-125_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-126,sub-126_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-127,sub-127_task-bronx_bold.nii.gz,bronx,390,12,536,story,bronx_audio.wav
sub-127,sub-127_task-piemanpni_bold.nii.gz,piemanpni,294,12,400,story,piemanpni_audio.wav
sub-127,sub-127_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-127,sub-127_task-shapesphysical_bold.nii.gz,shapesphysical,311,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-127,sub-127_task-black_bold.nii.gz,black,550,12,800,story,black_audio.wav
sub-127,sub-127_task-forgot_bold.nii.gz,forgot,574,12,837,story,forgot_audio.wav
sub-127,sub-127_task-shapessocial_bold.nii.gz,shapessocial,309,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-128,sub-128_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-129,sub-129_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-130,sub-130_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-131,sub-131_task-21styear_bold.nii.gz,21styear,2249,"0.0,21.0","18.0,3338.0","music,story","21styear_audio.wav,21styear_audio.wav"
sub-131,sub-131_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywaysynonyms_audio.wav,milkywaysynonyms_audio.wav"
sub-132,sub-132_task-schema_run-1_bold.nii.gz,schema,505,"5.0,196.57,377.18,568.99","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-132,sub-132_task-schema_run-2_bold.nii.gz,schema,497,"5.0,199.6,368.94,558.89","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-132,sub-132_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-132,sub-132_task-schema_run-3_bold.nii.gz,schema,519,"5.0,195.94,380.38,575.84","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-132,sub-132_task-slumlordreach_bold.nii.gz,slumlordreach,1209,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-132,sub-132_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-132,sub-132_task-schema_run-4_bold.nii.gz,schema,495,"5.0,199.01,374.33,551.17","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-133,sub-133_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-133,sub-133_task-slumlordreach_bold.nii.gz,slumlordreach,1213,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-133,sub-133_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-134,sub-134_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-134,sub-134_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-134,sub-134_task-slumlordreach_bold.nii.gz,slumlordreach,1223,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-135,sub-135_task-slumlordreach_bold.nii.gz,slumlordreach,1210,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-135,sub-135_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-135,sub-135_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-136,sub-136_task-slumlordreach_bold.nii.gz,slumlordreach,1210,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-136,sub-136_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-136,sub-136_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-137,sub-137_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-137,sub-137_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-137,sub-137_task-slumlordreach_bold.nii.gz,slumlordreach,1208,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-138,sub-138_task-slumlordreach_bold.nii.gz,slumlordreach,1210,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-139,sub-139_task-slumlordreach_bold.nii.gz,slumlordreach,1188,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-139,sub-139_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-139,sub-139_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-140,sub-140_task-slumlordreach_bold.nii.gz,slumlordreach,1208,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-140,sub-140_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-140,sub-140_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-141,sub-141_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-141,sub-141_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-141,sub-141_task-slumlordreach_bold.nii.gz,slumlordreach,1209,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-142,sub-142_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-142,sub-142_task-slumlordreach_bold.nii.gz,slumlordreach,1211,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-142,sub-142_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-143,sub-143_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-143,sub-143_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-143,sub-143_task-slumlordreach_bold.nii.gz,slumlordreach,1210,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-144,sub-144_task-slumlordreach_bold.nii.gz,slumlordreach,1212,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-144,sub-144_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-144,sub-144_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-145,sub-145_task-slumlordreach_bold.nii.gz,slumlordreach,1206,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-145,sub-145_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-146,sub-146_task-merlin_bold.nii.gz,merlin,617,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-146,sub-146_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-147,sub-147_task-merlin_bold.nii.gz,merlin,617,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-147,sub-147_task-sherlock_bold.nii.gz,sherlock,729,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-148,sub-148_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-148,sub-148_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-149,sub-149_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-149,sub-149_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-150,sub-150_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-150,sub-150_task-merlin_bold.nii.gz,merlin,657,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-151,sub-151_task-sherlock_bold.nii.gz,sherlock,724,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-151,sub-151_task-merlin_bold.nii.gz,merlin,613,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-152,sub-152_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-152,sub-152_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-153,sub-153_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-153,sub-153_task-merlin_bold.nii.gz,merlin,613,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-154,sub-154_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-154,sub-154_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-155,sub-155_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-155,sub-155_task-sherlock_bold.nii.gz,sherlock,724,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-156,sub-156_task-sherlock_bold.nii.gz,sherlock,724,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-156,sub-156_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-157,sub-157_task-merlin_bold.nii.gz,merlin,616,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-157,sub-157_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-158,sub-158_task-merlin_bold.nii.gz,merlin,616,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-158,sub-158_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-159,sub-159_task-sherlock_bold.nii.gz,sherlock,724,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-159,sub-159_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-160,sub-160_task-sherlock_bold.nii.gz,sherlock,731,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-160,sub-160_task-merlin_bold.nii.gz,merlin,616,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-161,sub-161_task-sherlock_bold.nii.gz,sherlock,731,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-161,sub-161_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-162,sub-162_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-162,sub-162_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-163,sub-163_task-sherlock_bold.nii.gz,sherlock,727,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-163,sub-163_task-merlin_bold.nii.gz,merlin,628,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-164,sub-164_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
